ID,sex,acceptTime,submitTime,condition,list,trials,phase,trial,type,text,choice1,choice2,choice3,choice4,correctChoice,oldNew,response,choice,choice1_order,choice2_order,choice3_order,choice4_order,choice_order,binaryCorrect,noun,inner,outer
14,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial41_NNum_five trays_five trays_trays five_-----_-----_2_new_radio6,test,testTrial41,NNum,five trays,five trays,trays five,-----,-----,2,new,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,tray,five,NA
15,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial42_NAdjNum_nine spotted shirts_spotted nine shirts_nine spotted shirts_shirts nine spotted_shirts spotted nine_4_old_radio8,test,testTrial42,NAdjNum,nine spotted shirts,spotted nine shirts,nine spotted shirts,shirts nine spotted,shirts spotted nine,4,old,radio8,4,InnerOuterN,OuterInnerN,NOuterInner,NInnerOuter,NInnerOuter,1,shirt,spotted,nine
16,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial43_NNum_nine pears_pears nine_nine pears_-----_-----_1_old_radio5,test,testTrial43,NNum,nine pears,pears nine,nine pears,-----,-----,1,old,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,pear,nine,NA
17,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial44_NNum_four pitchers_pitchers four_four pitchers_-----_-----_1_new_radio5,test,testTrial44,NNum,four pitchers,pitchers four,four pitchers,-----,-----,1,new,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,pitcher,four,NA
18,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial45_NAdj_striped pitcher_striped pitcher_pitcher striped_-----_-----_2_new_radio6,test,testTrial45,NAdj,striped pitcher,striped pitcher,pitcher striped,-----,-----,2,new,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,pitcher,striped,NA
19,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial46_NAdjNum_two purple chairs_two purple chairs_purple two chairs_chairs two purple_chairs purple two_4_old_radio8,test,testTrial46,NAdjNum,two purple chairs,two purple chairs,purple two chairs,chairs two purple,chairs purple two,4,old,radio8,4,OuterInnerN,InnerOuterN,NOuterInner,NInnerOuter,NInnerOuter,1,chair,purple,two
20,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial47_NNum_three keys_three keys_keys three_-----_-----_2_old_radio6,test,testTrial47,NNum,three keys,three keys,keys three,-----,-----,2,old,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,key,three,NA
21,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial12_NNum_ten lamps_ten lamps_lamps ten_-----_-----_2_new_radio6,test,testTrial12,NNum,ten lamps,ten lamps,lamps ten,-----,-----,2,new,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,lamp,ten,NA
22,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial11_NNum_eight cars_cars eight_eight cars_-----_-----_1_new_radio5,test,testTrial11,NNum,eight cars,cars eight,eight cars,-----,-----,1,new,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,car,eight,NA
23,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial14_NAdjNum_ten striped pitchers_pitchers striped ten_striped ten pitchers_pitchers ten striped_ten striped pitchers_1_new_radio5,test,testTrial14,NAdjNum,ten striped pitchers,pitchers striped ten,striped ten pitchers,pitchers ten striped,ten striped pitchers,1,new,radio5,1,NInnerOuter,InnerOuterN,NOuterInner,OuterInnerN,NInnerOuter,1,pitcher,striped,ten
24,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial13_NAdj_furry handbag_furry handbag_handbag furry_-----_-----_2_old_radio6,test,testTrial13,NAdj,furry handbag,furry handbag,handbag furry,-----,-----,2,old,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,handbag,furry,NA
25,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial10_NAdjNum_seven furry pears_pears furry seven_furry seven pears_seven furry pears_pears seven furry_1_old_radio5,test,testTrial10,NAdjNum,seven furry pears,pears furry seven,furry seven pears,seven furry pears,pears seven furry,1,old,radio5,1,NInnerOuter,InnerOuterN,OuterInnerN,NOuterInner,NInnerOuter,1,pear,furry,seven
26,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial19_NAdj_purple leaf_leaf purple_purple leaf_-----_-----_1_old_radio5,test,testTrial19,NAdj,purple leaf,leaf purple,purple leaf,-----,-----,1,old,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,leaf,purple,NA
27,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial16_NAdjNum_three purple pineapples_pineapples three purple_pineapples purple three_three purple pineapples_purple three pineapples_2_old_radio6,test,testTrial16,NAdjNum,three purple pineapples,pineapples three purple,pineapples purple three,three purple pineapples,purple three pineapples,2,old,radio6,2,NOuterInner,NInnerOuter,OuterInnerN,InnerOuterN,NInnerOuter,1,pineapple,purple,three
28,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial15_NAdjNum_one striped cherry_one striped cherry_cherry one striped_cherry striped one_striped one cherry_3_new_radio7,test,testTrial15,NAdjNum,one striped cherry,one striped cherry,cherry one striped,cherry striped one,striped one cherry,3,new,radio7,3,OuterInnerN,NOuterInner,NInnerOuter,InnerOuterN,NInnerOuter,1,cherry,striped,one
29,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial18_NAdj_furry shirt_shirt furry_furry shirt_-----_-----_1_old_radio5,test,testTrial18,NAdj,furry shirt,shirt furry,furry shirt,-----,-----,1,old,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,shirt,furry,NA
30,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial17_NAdjNum_ten striped scarves_striped ten scarves_ten striped scarves_scarves striped ten_scarves ten striped_3_new_radio7,test,testTrial17,NAdjNum,ten striped scarves,striped ten scarves,ten striped scarves,scarves striped ten,scarves ten striped,3,new,radio7,3,InnerOuterN,OuterInnerN,NInnerOuter,NOuterInner,NInnerOuter,1,scarf,striped,ten
31,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial25_NNum_two darts_darts two_two darts_-----_-----_1_old_radio5,test,testTrial25,NNum,two darts,darts two,two darts,-----,-----,1,old,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,dart,two,NA
32,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial24_NAdjNum_two spotted couches_two spotted couches_couches two spotted_couches spotted two_spotted two couches_3_old_radio7,test,testTrial24,NAdjNum,two spotted couches,two spotted couches,couches two spotted,couches spotted two,spotted two couches,3,old,radio7,3,OuterInnerN,NOuterInner,NInnerOuter,InnerOuterN,NInnerOuter,1,couch,spotted,two
33,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial23_NAdjNum_four stone horses_four stone horses_stone four horses_horses stone four_horses four stone_3_new_radio7,test,testTrial23,NAdjNum,four stone horses,four stone horses,stone four horses,horses stone four,horses four stone,3,new,radio7,3,OuterInnerN,InnerOuterN,NInnerOuter,NOuterInner,NInnerOuter,1,horse,stone,four
34,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial22_NAdj_blue shoe_shoe blue_blue shoe_-----_-----_1_new_radio5,test,testTrial22,NAdj,blue shoe,shoe blue,blue shoe,-----,-----,1,new,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,shoe,blue,NA
35,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial21_NAdjNum_four orange hats_four orange hats_hats orange four_hats four orange_orange four hats_2_new_radio6,test,testTrial21,NAdjNum,four orange hats,four orange hats,hats orange four,hats four orange,orange four hats,2,new,radio6,2,OuterInnerN,NInnerOuter,NOuterInner,InnerOuterN,NInnerOuter,1,hat,orange,four
36,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial20_NAdj_purple banana_purple banana_banana purple_-----_-----_2_old_radio6,test,testTrial20,NAdj,purple banana,purple banana,banana purple,-----,-----,2,old,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,banana,purple,NA
37,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial29_NAdjNum_one striped cow_cow one striped_cow striped one_striped one cow_one striped cow_2_new_radio6,test,testTrial29,NAdjNum,one striped cow,cow one striped,cow striped one,striped one cow,one striped cow,2,new,radio6,2,NOuterInner,NInnerOuter,InnerOuterN,OuterInnerN,NInnerOuter,1,cow,striped,one
38,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial28_NAdjNum_eight dirty pigs_pigs dirty eight_dirty eight pigs_eight dirty pigs_pigs eight dirty_1_new_radio7,test,testTrial28,NAdjNum,eight dirty pigs,pigs dirty eight,dirty eight pigs,eight dirty pigs,pigs eight dirty,1,new,radio7,3,NInnerOuter,InnerOuterN,OuterInnerN,NOuterInner,OuterInnerN,0,pig,dirty,eight
39,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial27_NAdj_stone cow_cow stone_stone cow_-----_-----_1_new_radio5,test,testTrial27,NAdj,stone cow,cow stone,stone cow,-----,-----,1,new,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,cow,stone,NA
40,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial26_NAdjNum_four stone cars_cars four stone_stone four cars_four stone cars_cars stone four_4_new_radio8,test,testTrial26,NAdjNum,four stone cars,cars four stone,stone four cars,four stone cars,cars stone four,4,new,radio8,4,NOuterInner,InnerOuterN,OuterInnerN,NInnerOuter,NInnerOuter,1,car,stone,four
71,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial1_NAdjNum_ten blue ducks_ducks blue ten_ducks ten blue_blue ten ducks_ten blue ducks_1_new_radio5,test,testTrial1,NAdjNum,ten blue ducks,ducks blue ten,ducks ten blue,blue ten ducks,ten blue ducks,1,new,radio5,1,NInnerOuter,NOuterInner,InnerOuterN,OuterInnerN,NInnerOuter,1,duck,blue,ten
72,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial0_NAdjNum_three wooden keys_three wooden keys_wooden three keys_keys wooden three_keys three wooden_3_old_radio7,test,testTrial0,NAdjNum,three wooden keys,three wooden keys,wooden three keys,keys wooden three,keys three wooden,3,old,radio7,3,OuterInnerN,InnerOuterN,NInnerOuter,NOuterInner,NInnerOuter,1,key,wooden,three
73,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial3_NAdjNum_eight blue shoes_shoes blue eight_blue eight shoes_eight blue shoes_shoes eight blue_1_new_radio5,test,testTrial3,NAdjNum,eight blue shoes,shoes blue eight,blue eight shoes,eight blue shoes,shoes eight blue,1,new,radio5,1,NInnerOuter,InnerOuterN,OuterInnerN,NOuterInner,NInnerOuter,1,shoe,blue,eight
74,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial2_NAdjNum_five dirty scarves_dirty five scarves_scarves five dirty_scarves dirty five_five dirty scarves_3_new_radio7,test,testTrial2,NAdjNum,five dirty scarves,dirty five scarves,scarves five dirty,scarves dirty five,five dirty scarves,3,new,radio7,3,InnerOuterN,NOuterInner,NInnerOuter,OuterInnerN,NInnerOuter,1,scarf,dirty,five
75,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial4_NAdjNum_eight dirty cherries_eight dirty cherries_dirty eight cherries_cherries eight dirty_cherries dirty eight_4_new_radio8,test,testTrial4,NAdjNum,eight dirty cherries,eight dirty cherries,dirty eight cherries,cherries eight dirty,cherries dirty eight,4,new,radio8,4,OuterInnerN,InnerOuterN,NOuterInner,NInnerOuter,NInnerOuter,1,cherry,dirty,eight
76,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial5_NAdjNum_five stone shoes_shoes stone five_stone five shoes_shoes five stone_five stone shoes_1_new_radio5,test,testTrial5,NAdjNum,five stone shoes,shoes stone five,stone five shoes,shoes five stone,five stone shoes,1,new,radio5,1,NInnerOuter,InnerOuterN,NOuterInner,OuterInnerN,NInnerOuter,1,shoe,stone,five
77,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial6_NAdj_striped cherry_cherry striped_striped cherry_-----_-----_1_new_radio5,test,testTrial6,NAdj,striped cherry,cherry striped,striped cherry,-----,-----,1,new,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,cherry,striped,NA
78,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial7_NNum_six suitcases_six suitcases_suitcases six_-----_-----_2_old_radio6,test,testTrial7,NNum,six suitcases,six suitcases,suitcases six,-----,-----,2,old,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,suitcase,six,NA
79,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial8_NNum_seven pineapples_seven pineapples_pineapples seven_-----_-----_2_old_radio6,test,testTrial8,NNum,seven pineapples,seven pineapples,pineapples seven,-----,-----,2,old,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,pineapple,seven,NA
80,A139LBVN44OKVE,female,"Wed Mar 13 09:55:45 PDT 2013","Wed Mar 13 10:08:50 PDT 2013",NAdjNum,list_A_NumAdj,testTrial9_NAdjNum_six furry handbags_six furry handbags_handbags six furry_furry six handbags_handbags furry six_4_old_radio8,test,testTrial9,NAdjNum,six furry handbags,six furry handbags,handbags six furry,furry six handbags,handbags furry six,4,old,radio8,4,OuterInnerN,NOuterInner,InnerOuterN,NInnerOuter,NInnerOuter,1,handbag,furry,six
81,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial39_NNumDem_these eight cherries_eight these cherries_these eight cherries_cherries these eight_cherries eight these_4_new_radio8,test,testTrial39,NNumDem,these eight cherries,eight these cherries,these eight cherries,cherries these eight,cherries eight these,4,new,radio8,4,InnerOuterN,OuterInnerN,NOuterInner,NInnerOuter,NInnerOuter,1,cherry,eight,these
82,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial37_NNumDem_those ten scarves_those ten scarves_ten those scarves_scarves those ten_scarves ten those_4_new_radio8,test,testTrial37,NNumDem,those ten scarves,those ten scarves,ten those scarves,scarves those ten,scarves ten those,4,new,radio8,4,OuterInnerN,InnerOuterN,NOuterInner,NInnerOuter,NInnerOuter,1,scarf,ten,those
83,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial38_NDem_this pitcher_pitcher this_this pitcher_-----_-----_1_new_radio5,test,testTrial38,NDem,this pitcher,pitcher this,this pitcher,-----,-----,1,new,radio5,1,twoWords,twoWords,twoWords,twoWords,twoWords,1,pitcher,this,NA
84,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial31_NNumDem_those ten pitchers_pitchers those ten_those ten pitchers_pitchers ten those_ten those pitchers_3_new_radio7,test,testTrial31,NNumDem,those ten pitchers,pitchers those ten,those ten pitchers,pitchers ten those,ten those pitchers,3,new,radio7,3,NOuterInner,OuterInnerN,NInnerOuter,InnerOuterN,NInnerOuter,1,pitcher,ten,those
85,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial32_NDem_these bowls_these bowls_bowls these_-----_-----_2_new_radio6,test,testTrial32,NDem,these bowls,these bowls,bowls these,-----,-----,2,new,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,bowl,these,NA
86,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial30_NNum_one bowl_one bowl_bowl one_-----_-----_2_new_radio6,test,testTrial30,NNum,one bowl,one bowl,bowl one,-----,-----,2,new,radio6,2,twoWords,twoWords,twoWords,twoWords,twoWords,1,bowl,one,NA
87,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial35_NNumDem_this one cow_one this cow_this one cow_cow one this_cow this one_3_new_radio7,test,testTrial35,NNumDem,this one cow,one this cow,this one cow,cow one this,cow this one,3,new,radio7,3,InnerOuterN,OuterInnerN,NInnerOuter,NOuterInner,NInnerOuter,1,cow,one,this
88,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial36_NNumDem_those eight shoes_shoes those eight_those eight shoes_eight those shoes_shoes eight those_4_new_radio8,test,testTrial36,NNumDem,those eight shoes,shoes those eight,those eight shoes,eight those shoes,shoes eight those,4,new,radio8,4,NOuterInner,OuterInnerN,InnerOuterN,NInnerOuter,NInnerOuter,1,shoe,eight,those
89,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial33_NNumDem_those three pineapples_pineapples three those_pineapples those three_three those pineapples_those three pineapples_1_old_radio8,test,testTrial33,NNumDem,those three pineapples,pineapples three those,pineapples those three,three those pineapples,those three pineapples,1,old,radio8,4,NInnerOuter,NOuterInner,InnerOuterN,OuterInnerN,OuterInnerN,0,pineapple,three,those
90,AVAQ4AJU45K1U,NA,"Wed Apr 03 13:43:46 PDT 2013","Wed Apr 03 13:53:24 PDT 2013",NNumDem,list_A_DemNum,testTrial34_NNumDem_those two couches_two those couches_couches two those_couches those two_those two couches_2_old_radio6,test,testTrial34,NNumDem,those two couches,two those couches,couches two those,couches those two,those two couches,2,old,radio6,2,InnerOuterN,NInnerOuter,NOuterInner,OuterInnerN,NInnerOuter,1,couch,two,those
